tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
569668741484515328,negative,0.6549,Late Flight,0.6549,United,,geekydewd,,0,"@united, any options to cos tonight? Doesn't look like #UA5525 will make it in time for #UA6259. Should I reserve a hotel room?",,2015-02-22 17:23:06 -0800,"CO Springs, Occupied Colorado",Mountain Time (US & Canada)
569668488408616960,negative,0.6566,Late Flight,0.3535,United,,tomlongphd,,0,"@united Appreciated, but in this case we waited an extra 55 minutes for a lost mechanic to fax the log. Fax...like in the 80s.",,2015-02-22 17:22:06 -0800,Mexico City,Eastern Time (US & Canada)
569667955727818752,neutral,0.3428,,0.0,United,,danny_9_9,,0,@united S/O to @Delta for coming in clutch and finally taking me home 🙌🙌,,2015-02-22 17:19:59 -0800,,
569667082499035137,negative,1.0,Customer Service Issue,1.0,United,,Jodieepps,,0,@united customer service sucks!  They hang up after waiting an hour and talking for 5 minutes.,,2015-02-22 17:16:31 -0800,Michigan,Quito
569666840370110465,negative,0.6695,Customer Service Issue,0.3511,United,,KateRChrisman,,0,@united JP - DM message who? Can't get a DM through to @united,,2015-02-22 17:15:33 -0800,"Oakland, CA",
569666771717890048,negative,1.0,Can't Tell,0.6546,United,,MCB235,,0,@united strikes again! Why board anyone if there's something wrong with the plane? Common sense.,,2015-02-22 17:15:16 -0800,Home,Central Time (US & Canada)
569666686086819840,negative,1.0,Can't Tell,0.6594,United,,mckakia,,0,@united:  thanks for the miserable trip GNV&lt;&lt;&lt;FSD on 2.19-2.21.,,2015-02-22 17:14:56 -0800,,
569666679963312129,negative,1.0,Cancelled Flight,0.6659,United,,tonywhelan,,0,@united Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting.  Now day Late Flight. No apology or upgrade offer to LHR from ORD???,,2015-02-22 17:14:55 -0800,Stavromula Beta,Quito
569666428388958209,neutral,0.6813,,0.0,United,,kgwalt3,,0,@united left my iPad on MCO-&gt;IAD flight 174. How long to hear back once claim submitted? TY!,,2015-02-22 17:13:55 -0800,,
569666352794898432,positive,0.66,,0.0,United,,anoyes,,0,@united social media team is on point on #OscarNight :),,2015-02-22 17:13:37 -0800,"San Francisco, CA",Eastern Time (US & Canada)
569666115477098496,negative,1.0,Late Flight,1.0,United,,Andy_Pi,,1,@united always happy to start my life with my new wife with a 5 hr travel delay due to MAINTENECE and it would appear incompetence,,2015-02-22 17:12:40 -0800,NYC/Secaucus ,Santiago
569665976062644224,negative,1.0,Bad Flight,1.0,United,,Lollapoluga,,1,@united is the airline of the Oscars but doesn't carry ABC on Direct TV?!?! Fail - now I can't watch the Oscars. #united,,2015-02-22 17:12:07 -0800,Chicago,Central Time (US & Canada)
569665600403808256,negative,1.0,Late Flight,0.6631,United,,joepilot7,,1,@united this is it... Last time I fly #UnitedAirlines  you screw up every trip now will be stuck in ord and miss work.,,2015-02-22 17:10:37 -0800,Toronto Canada,
569665343880368131,neutral,0.34,,0.0,United,,RichGoldstein,,0,@united Didn't know that buying a seat in first class was just a 'request' to sit in first class! Very Interesting.,,2015-02-22 17:09:36 -0800,New York,
569665258605842434,negative,1.0,Lost Luggage,0.3709,United,,malexcormier,,0,"@united I understand the intention, but it pales in comparison to a day of lost wages for both my wife and I because of the delay.",,2015-02-22 17:09:16 -0800,North,Central Time (US & Canada)
569665177135812608,negative,1.0,Lost Luggage,1.0,United,,mustardman123,,0,@united I need help with a missing bag.,,2015-02-22 17:08:56 -0800,"Cincinnati, OH",Quito
569664849522925569,negative,1.0,Flight Booking Problems,0.3709,United,,unusualcards,,0,@united I was. But I have given up.,,2015-02-22 17:07:38 -0800,"Portland, OR",
569664250521763840,neutral,0.6559999999999999,,0.0,United,,emilygalati,,0,"@united can I get on a stand by list from ASE to ORD? I'm the only poor person in Aspen, that's why I'm asking for standby on twitter.",,2015-02-22 17:05:15 -0800,"Chicago, IL",Mountain Time (US & Canada)
569663725172436992,negative,0.7011,Late Flight,0.3845,United,,mollybowlingpin,,0,@united you changed my entire flight plan for vacation and now I will be there alone a day and night early with nowhere to stay. Help!,,2015-02-22 17:03:10 -0800,,
569663687222542336,negative,1.0,Late Flight,0.7040000000000001,United,,mangz,,1,@united UA647 heading back to gate bc improper load? if ur packing us to the gills should at least take care to load bags. expecting comp...,,2015-02-22 17:03:01 -0800,"ÜT: 40.729379,-74.002951",Alaska
569663371353546752,negative,1.0,Late Flight,1.0,United,,ericdavidson86,,1,@united is the worst airlines sitting on the plane at  Houston-bush airport now for an hour and a half waiting for Late Flight passengers,,2015-02-22 17:01:46 -0800,,
569662934520999936,negative,1.0,Customer Service Issue,0.6769,United,,EastinDeverna,,1,@united might possibly have the worst service on the planet.,,2015-02-22 17:00:02 -0800,Long Island,Quito
569662789377064960,negative,1.0,Customer Service Issue,0.6746,United,,baftz,,2,@united deceptive marketing practices promised me if i booked flights i would retain my status now they are not granting. Neverflyunited,,2015-02-22 16:59:27 -0800,,
569662132582621184,negative,1.0,Late Flight,1.0,United,,gochrisgo,,0,@united Hey so many time changes for UA 1534. We going tonight or what? MIA - EWR,,2015-02-22 16:56:50 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
569662077742096385,negative,0.6307,Lost Luggage,0.6307,United,,Spencerklein,,0,@united and that it would be sent on the next flight to Hayden/steamboat (HDN) from Denver. So I'm hoping its on there,,2015-02-22 16:56:37 -0800,,Eastern Time (US & Canada)
569661926067736576,negative,1.0,Lost Luggage,0.3683,United,,Spencerklein,,0,@united and pick it up and just bring it on the shuttle. When I went to double check on that they said it was still on the concourse,,2015-02-22 16:56:01 -0800,,Eastern Time (US & Canada)
569661767158075392,negative,0.6842,Lost Luggage,0.6842,United,,Spencerklein,,0,@united I honestly couldn't tell you. All I know is that originally we were going to have it brought in from the concourse,,2015-02-22 16:55:23 -0800,,Eastern Time (US & Canada)
569660740396720128,negative,1.0,Late Flight,1.0,United,,reccewife,,0,@united missing a day of vacation to see my husband because of this delay but stuff happens and I get that. Just wish it was handled better,,2015-02-22 16:51:18 -0800,"Kingston, Canada",Mountain Time (US & Canada)
569660691256188929,negative,1.0,Late Flight,0.6655,United,,doug_samuel,,0,@united UA1534 has now had 11 different departure times. Wtf. Make up your mind.,,2015-02-22 16:51:07 -0800,,Eastern Time (US & Canada)
569660461601447936,negative,1.0,Customer Service Issue,0.3542,United,,Npatel3297,,1,@united thanks for making everyone wait in the dark for an hour while Newark tries to figure out which gate to go to. #incompetence,,2015-02-22 16:50:12 -0800,,
569660452428513280,positive,1.0,,,United,,YelpPittsburgh,,0,@united thank you for following up!,,2015-02-22 16:50:10 -0800,"Pittsburgh, PA",Quito
569659878693695488,positive,1.0,,,United,,XlnsMngr,,0,@United Claudia in IAH terminal b travel assistance has me all set. Great service. Thank you.,,2015-02-22 16:47:53 -0800,,
569658769686339584,neutral,1.0,,,United,,RChew_FORR,,0,@united is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,,2015-02-22 16:43:29 -0800,"Cambridge, MA",
569658503570296832,negative,0.6361,Customer Service Issue,0.6361,United,,RyanSennett,,0,"@united why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?",,2015-02-22 16:42:25 -0800,"Vancouver, WA",Pacific Time (US & Canada)
569657781835460608,neutral,0.6667,,0.0,United,,tiamariaroxs,,0,@united If an award is no longer showing available could it possible become available again?,,2015-02-22 16:39:33 -0800,,
569657202325229568,neutral,0.6137,,0.0,United,,bryankendro,,0,@united flight to DFW from IAD Cancelled Flightled for mechanical can I get rental car to MDT-my origin,,2015-02-22 16:37:15 -0800,Harrisburg,Eastern Time (US & Canada)
569656504946536449,neutral,1.0,,,United,,XlnsMngr,,0,@United can you help me get from IAH to SFO earlier tonight?,,2015-02-22 16:34:29 -0800,,
569656322154565632,negative,1.0,Can't Tell,0.6188,United,,denitiodeltoro,,0,@united was so on point for 5/6 of my flights this past week . . But this last one really sucks shit,,2015-02-22 16:33:45 -0800,The Town,Central Time (US & Canada)
569655584540266496,negative,1.0,Customer Service Issue,0.6433,United,,F_Mattioli,,0,@United and here i thought American was bad. Horrible Service. Over 2:30 min Late Flight. No excuse!,,2015-02-22 16:30:49 -0800,"Martinsburg,WV",Eastern Time (US & Canada)
569654946179579904,negative,1.0,Late Flight,1.0,United,,jesuisJOse,,0,@united UA1565 IAH -&gt; SJO is delayed by like 1.5 hours. Crazy!,,2015-02-22 16:28:17 -0800,New York | Chicago,Eastern Time (US & Canada)
569654749055864832,negative,1.0,Customer Service Issue,0.6756,United,,onemanvariety,,0,@united I don't know my flight details bc I need to explore some options which I'm unable to do bc the site won't let me.Seems to be ongoing,,2015-02-22 16:27:30 -0800,"driving, probably",Quito
569654709964836865,negative,1.0,Late Flight,0.6735,United,,bobgiolito,,0,@united How about free wifi when your flights delayed? Only 20 mins allowed!,,2015-02-22 16:27:21 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
569654439646269440,neutral,1.0,,,United,,IamTamica,,0,@united I did. they told us the wrong carousel number.,,2015-02-22 16:26:16 -0800,moving forward... ,Eastern Time (US & Canada)
569654428636049408,neutral,0.6705,,0.0,United,,AlexColIins,,0,@united no thanks,,2015-02-22 16:26:14 -0800,michigan ,Eastern Time (US & Canada)
569653506291818496,negative,1.0,Lost Luggage,1.0,United,,LaHauser,,0,@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies,"[36.08655568, -115.1394417]",2015-02-22 16:22:34 -0800,,Paris
569652316816719873,negative,1.0,Late Flight,0.6722,United,,scottychadwick,,1,@united this airline is a joke my friends been trapped in houston since 7am sat and have no flight in sight #unitedworstever #trappedhouston,,2015-02-22 16:17:50 -0800,,Eastern Time (US & Canada)
569652058518908928,negative,1.0,Can't Tell,1.0,United,,aminghadersohi,,0,@united why do you hate your passengers?,,2015-02-22 16:16:49 -0800,"San Francisco, CA",
569651548881465345,negative,1.0,Bad Flight,0.6522,United,,FernHeinig18,,0,@united how can a plane that has been sitting in a hanger all day have numerous mechanical problems. Doesn't anyone actually do maintenance,,2015-02-22 16:14:47 -0800,,
569651277916999680,negative,1.0,Late Flight,1.0,United,,reccewife,,0,.@united in the future when delay causes 15 hour wait (slept night in airport) ensuring seating choice for replacement flight would be good.,,2015-02-22 16:13:42 -0800,"Kingston, Canada",Mountain Time (US & Canada)
569650401085157376,negative,1.0,Late Flight,1.0,United,,CrowdSafetyNI,,0,@united is my flight delayed? It keeps changing between delayed and not??? If delayed is checkin time Late Flightr??? http://t.co/NTUIx5dbYR,,2015-02-22 16:10:13 -0800,Northern Ireland,London
569650320613052416,negative,1.0,Late Flight,1.0,United,,trinjw,,0,@united what a long day of delays. Please get us to Dallas tonight!!!!  Fingers crossed!!!  #winterstorm2015 #whichisworsedenordfw.,,2015-02-22 16:09:54 -0800,,
569649820798881792,negative,1.0,Late Flight,0.3516,United,,BrittanyWolgast,,0,@united -How is it that all my flight times were changed without any official notification? Almost missed my flight this morning. Not cool!,,2015-02-22 16:07:55 -0800,,Central Time (US & Canada)
569649806202642432,negative,1.0,Lost Luggage,1.0,United,,Spencerklein,,0,@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location,,2015-02-22 16:07:52 -0800,,Eastern Time (US & Canada)
569649006986407936,neutral,1.0,,,United,,jrmcirvin,,0,@united #LAX #sunrise UAL212 LAX-JFK,,2015-02-22 16:04:41 -0800,,Central Time (US & Canada)
569648584909434880,neutral,0.6477,,0.0,United,,Spencerklein,,0,@united ...would be on the next flight to Hayden/steamboat,,2015-02-22 16:03:00 -0800,,Eastern Time (US & Canada)
569648492190179328,negative,0.6327,Lost Luggage,0.6327,United,,Spencerklein,,0,@united we needed to be at steamboat for a meeting by 3pm so we took a shuttle. The United customer service people said the bag would be on,,2015-02-22 16:02:38 -0800,,Eastern Time (US & Canada)
569647694005870592,negative,1.0,Customer Service Issue,0.6614,United,,aminghadersohi,,0,"@united, there is no good word for describing how angry and pissed off of a customer you have made me.",,2015-02-22 15:59:28 -0800,"San Francisco, CA",
569647615194898432,negative,1.0,Customer Service Issue,0.6966,United,,ImagesbyTLP,,1,"@united Late Flight 2014 and 2015 are huge step towards decline in service, and your agents, not all, are as arrogant as ever.  #UnitedAirlines",,2015-02-22 15:59:09 -0800,earth,Pacific Time (US & Canada)
569647413285265408,positive,1.0,,,United,,JennyLeeinDC,,0,@united Denver baggage handlers you totally impressed us today. Our lungs barely made the run to connect but our bags had no problem! #DEN,,2015-02-22 15:58:21 -0800,DC,Eastern Time (US & Canada)
569647347547955200,negative,1.0,Late Flight,0.6838,United,,aminghadersohi,,0,"@united flight 3870 to Newark, stuck in the runway. About to miss my connection and they are just sorry for my inconvenience!!!!!!",,2015-02-22 15:58:05 -0800,"San Francisco, CA",
569647174277042176,negative,1.0,Late Flight,0.6316,United,,jtromano,,0,@united false.,,2015-02-22 15:57:24 -0800,STL,Central Time (US & Canada)
569646538814824449,negative,1.0,Customer Service Issue,0.3502,United,,aminghadersohi,,0,"@united sitting on the runway in Newark, they won't let the plane to a gate. My connection boards in 1 minute. @united hates us all.",,2015-02-22 15:54:53 -0800,"San Francisco, CA",
569646535215939585,positive,1.0,,,United,,JetSetterJD,,0,"@united thanks, it was my first time in a United lounge and felt welcomed.",,2015-02-22 15:54:52 -0800,,Pacific Time (US & Canada)
569646446586171392,negative,1.0,Customer Service Issue,0.6657,United,,reccewife,,0,".@united all other ANA ticket holders get to use the lounge, too. But not us. Because United booked us. #grumpykim",,2015-02-22 15:54:31 -0800,"Kingston, Canada",Mountain Time (US & Canada)
569646005315973120,neutral,1.0,,,United,,TSAmedia_RossF,,0,"@united Good evening, UA. Can you assist with an issue via DM?",,2015-02-22 15:52:45 -0800,"Washington, D.C.",Eastern Time (US & Canada)
569645582387556352,negative,1.0,Late Flight,1.0,United,,Meatus_prime,,0,@united Never had a flight delayed an hour due to an unbalanced load. And more delays at @flyLAXairport. Great job idiots.,,2015-02-22 15:51:05 -0800,,Pacific Time (US & Canada)
569645368075554818,negative,1.0,Can't Tell,0.6879,United,,ImagesbyTLP,,0,@united 100. % failure in 2015 #UnitedAirlines,,2015-02-22 15:50:13 -0800,earth,Pacific Time (US & Canada)
569645065792069632,positive,0.66,,,United,,SmashMastr,,0,@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk,"[41.92992293, -87.66944213]",2015-02-22 15:49:01 -0800,Chicago,
569645048696053761,negative,1.0,Late Flight,0.6522,United,,ImagesbyTLP,,0,"@united you guys suck, 2 1/2 delay to get out of ers and didn't even have curtesy to let me know,  #UnitedAirlines",,2015-02-22 15:48:57 -0800,earth,Pacific Time (US & Canada)
569644957188939777,negative,1.0,Flight Attendant Complaints,1.0,United,,michaelvandijk1,,0,"@united Unfortunately had a bad experience flying with you on Saturday. Inpolite crew, bad delays.",,2015-02-22 15:48:35 -0800,Nederland,Amsterdam
569644171331538945,negative,1.0,Bad Flight,0.3556,United,,mamijeanna,,0,@united seriously? 45 min on the plane at bhm and now 30 min in baggage and still no bags? #worstairlineever,,2015-02-22 15:45:28 -0800,,
569643671198572544,positive,0.6893,,0.0,United,,__XT,,0,@united thanks for updating me about the 1+ hour delay the exact second I got to ATL. 🙅🙅🙅,,2015-02-22 15:43:29 -0800,,Eastern Time (US & Canada)
569642899828133888,negative,0.6633,Flight Booking Problems,0.3634,United,,reccewife,,0,@united but we are on All Nippon now (booked by United to replace the one we missed).,,2015-02-22 15:40:25 -0800,"Kingston, Canada",Mountain Time (US & Canada)
569642078990258176,negative,0.6703,Can't Tell,0.3626,United,,kaf_silva,,0,@united what is this subtlety gate changes? Are you kidding with me?,,2015-02-22 15:37:09 -0800,,
569642063005753344,negative,1.0,Flight Attendant Complaints,1.0,United,,FlyRightSeat10,,0,"@united been good 15yr ""friendly skies"" relationship. 2day agent told me I'm ""only Canadian"" and thus not good enough for military preboard",,2015-02-22 15:37:05 -0800,Canada,Eastern Time (US & Canada)
569641805073031168,negative,0.6966,Customer Service Issue,0.3596,United,,DanVidayo,,0,@united yes was trying to upgrade my seat. Now there are no available spots,,2015-02-22 15:36:04 -0800,Earth,Indiana (East)
569641735086858240,negative,0.6934,Can't Tell,0.35200000000000004,United,,rikrik__,,0,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” inconvience*,,2015-02-22 15:35:47 -0800,Saint Louis,Central Time (US & Canada)
569641686101585921,neutral,1.0,,,United,,rikrik__,,0,"“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” free tickets , for the i convince .",,2015-02-22 15:35:36 -0800,Saint Louis,Central Time (US & Canada)
569641615721140224,negative,1.0,Customer Service Issue,1.0,United,,rikrik__,,0,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” the service just hasn't been great.,,2015-02-22 15:35:19 -0800,Saint Louis,Central Time (US & Canada)
569641607584206850,negative,1.0,Can't Tell,0.6533,United,,tunkuv,,0,".@united I think not. I'm not flying you again, if I can help it.",,2015-02-22 15:35:17 -0800,New York,Eastern Time (US & Canada)
569641346316640256,positive,1.0,,,United,,DJTouf,,0,@united Resolved. Over hour of work on  ground &amp; somehow the system reset itself during takeoff. I appreciate the quick response/service.,"[41.97890473, -87.91027352]",2015-02-22 15:34:15 -0800,"Buffalo, NY",
569641326536462336,negative,1.0,Bad Flight,0.3697,United,,BeyondStatusQuo,,0,@united  always a fucken nightmare with your airline. #fail #lazy #alwaysLate Flight #worstairlineever,,2015-02-22 15:34:10 -0800,Los Angeles ,Pacific Time (US & Canada)
569641319712169984,negative,0.3608,Flight Attendant Complaints,0.3608,United,,reccewife,,0,"@united we were told when we checked in, as soon as we were allowed to, that there are no other seats available on the plane except middle.",,2015-02-22 15:34:08 -0800,"Kingston, Canada",Mountain Time (US & Canada)
569641234769309696,negative,1.0,Bad Flight,0.6297,United,,Juliaweinerman,,0,@united EVERYTIME I fly UR airline I hate you even more ! Thanks for the terrible service on flight 1071,,2015-02-22 15:33:48 -0800,,
569641125243301888,negative,1.0,Flight Booking Problems,1.0,United,,davedittrich,,0,".@united Really? Was bumped down from Gold status, asked to pay $$ to keep it, and get fewer miles... How is that worth it?",,2015-02-22 15:33:22 -0800,,Pacific Time (US & Canada)
569640998491578369,negative,1.0,Can't Tell,1.0,United,,BeyondStatusQuo,,1,@united you always surprise me with the awfulness of your airline. You guys suck. #worst,,2015-02-22 15:32:52 -0800,Los Angeles ,Pacific Time (US & Canada)
569640163393073152,negative,1.0,Can't Tell,0.6596,United,,DRVerges,,0,@united that I would get on early enough to not have to green tag. but no go. if not for Otis I would be still sitting at ORD,,2015-02-22 15:29:33 -0800,Chicago,Central Time (US & Canada)
569640141989552128,positive,1.0,,,United,,rhettmcpeake,,0,@united and to add to my earlier tweet. This was my daughters 5th Bday present. Thank you for the hard work and making it happen.,,2015-02-22 15:29:27 -0800,Pittsburgh ,
569639854277066752,positive,0.6599,,,United,,DRVerges,,0,@united you have a guy named Otis at ORD that knows what #customerservice is. he was able to get my bag to me. I upgraded just to be sure,,2015-02-22 15:28:19 -0800,Chicago,Central Time (US & Canada)
569639823734128640,negative,0.6721,Can't Tell,0.3361,United,,JessLisaM,,0,"@united @lpdstock tweet bots obviously don't get sarcasm, making computers more and more like real people.",,2015-02-22 15:28:12 -0800,,Central Time (US & Canada)
569639780276953088,positive,0.7068,,0.0,United,,rhettmcpeake,,0,"@united you all do a wonderful job today. Got my wife, daughter, and myself from PGH to Orlando after out flight was delayed luggage and all",,2015-02-22 15:28:01 -0800,Pittsburgh ,
569639640170254336,negative,1.0,Customer Service Issue,1.0,United,,baj2081,,0,@united customer service what's That???,,2015-02-22 15:27:28 -0800,,
569639294152806400,negative,1.0,Customer Service Issue,0.672,United,,immersiveg,,1,"@united -- overFlight Booking Problems planes, Departing delayed, Returning for 'more quick fixes' &amp; breaking out attitudy-customer service? #worstairline",,2015-02-22 15:26:05 -0800,Los Angeles,Pacific Time (US & Canada)
569639288649883648,neutral,1.0,,,United,,FAiRChicago,,0,"@united @jeffsmisek @RobertFor39 @Fioretti2ndWard @garcia4chicago
FAA invest near miss on O'Hare runway last wk:http://t.co/jVJ73ZZa4A","[41.9763291, -87.73856403]",2015-02-22 15:26:04 -0800,"Chicago, IL",
569638675170131968,negative,1.0,Customer Service Issue,0.3609,United,,cslhilo,,0,@united Pay for a cab back to the airport to show baggage dept. my wet shirts and suit is not a viable option. 2nd time this has happened!!,,2015-02-22 15:23:38 -0800,"Hilo, HI",Hawaii
569638419384528897,negative,1.0,Can't Tell,0.3384,United,,ericaswerdlow,,1,"@united that's what you have said for years, you are losing customers!!!!!!",,2015-02-22 15:22:37 -0800,Chicago,Central Time (US & Canada)
569638013287862273,neutral,1.0,,,United,,ChrisOneputt91,,0,@united I am UA elite Gold and have a UA Chase pres. plus credit card.  How many EQM's do I need to get Platinum Elite!,,2015-02-22 15:21:00 -0800,,
569637373853745152,negative,1.0,Customer Service Issue,1.0,United,,FernHeinig18,,1,@united. Once again your lack of customer centricity us astounding,,2015-02-22 15:18:27 -0800,,
569637147067551746,negative,0.6484,Cancelled Flight,0.6484,United,,mgmcg16,,0,@united now this http://t.co/uygeW2Nosr,,2015-02-22 15:17:33 -0800,,
569636929165242368,negative,1.0,Customer Service Issue,1.0,United,,erikmkeith,,0,"@united Would be nice if @staralliance partner tickets that don't provide full PQM credit are more obvious before purchase. Lost 1,200 miles",,2015-02-22 15:16:41 -0800,"Leesburg, VA, USA",Quito
569636454869151744,positive,0.3558,,0.0,United,,CDNTravelGuy,,0,@united nope. Even better there were 4 seats. And due to W&amp;B first to raise hands got to move up. I wasn't fast enough.,,2015-02-22 15:14:48 -0800,Toronto Area,Eastern Time (US & Canada)
569636013443719169,negative,1.0,Late Flight,0.6907,United,,DruskinMichael,,0,@united now maintenance issues with flight 5639 and more issues with passengers that will miss connections needing to get off,,2015-02-22 15:13:03 -0800,,
569635707746160642,positive,0.6735,,,United,,koploperfan1992,,0,@united look at this beauty 😉 dc-10 united airlines 😉 Hope you like this beauty 😉 http://t.co/NS1aCFqCdQ,"[51.3228191, 5.3576225]",2015-02-22 15:11:50 -0800,Winterfell,
569635623348215808,negative,1.0,Bad Flight,1.0,United,,djflacoflash,,1,@united seriously what's with the slow #wifi on this flight! If the speed was going to change for the worse then the price shouldn't go up!,,2015-02-22 15:11:30 -0800,Everywhere,
569635389289459712,negative,1.0,Can't Tell,0.3684,United,,gtotheoff,,1,". @united 5 hours, 3 gates, and 3 planes Late Flightr still not an update, explanation, or apology to be had. #WorstAirlineEver #UnitedAirlines",,2015-02-22 15:10:34 -0800,,Central Time (US & Canada)
569635090214449152,negative,1.0,Flight Attendant Complaints,0.6631,United,,mathardin,,0,"@united your gate attendant had some snobby remarks, your customer service is like playing poker with my sisters kids!",,2015-02-22 15:09:23 -0800,Corpus Christi,
569635077623148545,negative,1.0,Flight Attendant Complaints,0.3626,United,,kannanlakshmi,,0,"@united Poor cabin luggage service on UA1266 to BOS, I was forced to check in even when there was empty space for bags in the overhead!",,2015-02-22 15:09:20 -0800,"Cambridge, MA",Eastern Time (US & Canada)
569634833917452288,neutral,0.6925,,0.0,United,,D_WaYnE_01,,0,"@united when I click that link it wants my flight info. I haven't booked a flight yet. I read you waive fees for military, it this true?",,2015-02-22 15:08:22 -0800,,
569634748177514496,negative,1.0,Lost Luggage,1.0,United,,jprice9227,,0,"@united no, we still have not heard anything from anyone at @united or the @ErieAirport",,2015-02-22 15:08:01 -0800,,
569634385823182852,negative,1.0,Flight Booking Problems,1.0,United,,onemanvariety,,0,@united every time I search a flight your site logs me out and gives error message. About to book on a different airline and Cancelled Flight my card.,,2015-02-22 15:06:35 -0800,"driving, probably",Quito
569634350930636800,negative,1.0,Cancelled Flight,1.0,United,,Spencerklein,,0,@united so the last seg of my flight from Denver (DEN) to hayden/steamboat (HDN) for 8am got Cancelled Flightled and I need help finding my luggage,,2015-02-22 15:06:27 -0800,,Eastern Time (US & Canada)
569634229627297793,negative,1.0,Late Flight,0.6997,United,,YelpPittsburgh,,0,@united 8 hours Late Flightr and I'm siting on another plane waiting to leave. I think a credit is in order for this terrible service!,,2015-02-22 15:05:58 -0800,"Pittsburgh, PA",Quito
569633545737490433,neutral,0.6967,,0.0,United,,TheFireTracker2,,0,@united I'll let you know week after next when I do another coast-coast RT again.,,2015-02-22 15:03:15 -0800,Global- Mostly Silicon Valley,Pacific Time (US & Canada)
569632550873915392,negative,1.0,Lost Luggage,0.6526,United,,bfunai,,0,@united We waited 40 min for our bags after a 45 min flight #nomorecheckedbags,,2015-02-22 14:59:18 -0800,"Chicago, Illinois",Central Time (US & Canada)
569632420468625408,negative,0.6524,Bad Flight,0.35600000000000004,United,,LisaAkey,,0,@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??,"[43.56768225, -116.22061173]",2015-02-22 14:58:46 -0800,"ÜT: 41.88849,-87.6282",
569632200913604608,negative,0.6737,Cancelled Flight,0.6737,United,,Fly_Shreveport,,0,"@United​ has Cancelled Flighted 1 arrival into SHV tonight &amp; the 1st departure flight on Mon, Feb 23rd. Check with your airline for flight status.",,2015-02-22 14:57:54 -0800,"Shreveport, Louisiana",Central Time (US & Canada)
569631508379664384,positive,1.0,,,United,,DrupalRuth,,0,@united it was such a lovely part of this long day - attendants on UA5168 (most) /UA795 were beyond exceptional today. #GiveThoseLadiesRaise,"[38.95201335, -77.44443882]",2015-02-22 14:55:09 -0800,"Portland, Zurich, Richmond",Pacific Time (US & Canada)
569631350304731136,neutral,0.6694,,,United,,wfmayo,,0,@united 4 open seats in 1st class on UA 2065. Way to honor your upgrade policy for freq flyers and/or honor an employee with an upgrade.,,2015-02-22 14:54:31 -0800,"Vienna, VA",Eastern Time (US & Canada)
569631041356320768,positive,0.6697,,,United,,scottdraeger,,0,@united I trust you enough to put my coat in my checked bag!,,2015-02-22 14:53:18 -0800,Chicagoland,Central Time (US & Canada)
569631027385245696,negative,1.0,Lost Luggage,1.0,United,,liveitup09,,1,@united yes I have &amp; they're unsure when it would come.This has never happened on any airline and my first time with @united #disappointed,,2015-02-22 14:53:14 -0800,,Atlantic Time (Canada)
569630987858132992,negative,1.0,Bad Flight,0.3371,United,,anuaimi,,0,@united of course. But interesting how United doesn't seem to have a good sense on what's happening with flight,,2015-02-22 14:53:05 -0800,Toronto,Eastern Time (US & Canada)
569630959718551552,negative,1.0,Flight Booking Problems,0.6658,United,,gtotheoff,,0,@united pushing five hours and my time is worth nothing to you. reFlight Booking Problems not an option unfortunately.,,2015-02-22 14:52:58 -0800,,Central Time (US & Canada)
569630837538361344,positive,0.6775,,,United,,achoifitz,,0,"@united finally made it to rep, who solved my problem.",,2015-02-22 14:52:29 -0800,Europe - America,Central Time (US & Canada)
569630050972143616,negative,1.0,Can't Tell,0.6333,United,,danny_9_9,,0,@united you guys are complete ass,,2015-02-22 14:49:22 -0800,,
569629990129520641,positive,1.0,,,United,,LisaAkey,,0,@united thanks gate agent extraordinaire Seau Fong for helping me get re-booked out of Boise and (hopefully) home to NYC sometime tonight!,"[43.56764134, -116.22089932]",2015-02-22 14:49:07 -0800,"ÜT: 41.88849,-87.6282",
569629819559747585,negative,1.0,Customer Service Issue,1.0,United,,kenny_khoo,,0,@united why are your agents working so slowly to rebook people who are on #UA1481. We have all wasted an entire day at STT.,"[0.0, 0.0]",2015-02-22 14:48:26 -0800,"London, ON",Quito
569629692661268480,positive,1.0,,,United,,jakejrssherry,,0,@united Thank y'all for being an amazing airline who knows how to treat their customers. you guys rock!,,2015-02-22 14:47:56 -0800,,Atlantic Time (Canada)
